,filing_date,municipality,amount
22369,2016-10-20,N. Versailles Twp.,65934.51
22370,2016-10-20,City of McKeesport,42771.67
22371,2016-10-20,City of McKeesport,31621.36
22372,2016-10-21,Pittsburgh,120344.51
22373,2016-10-24,Penn Hills Township,0.0
22374,2016-10-26,Wilkinsburg Boro,4780765.66
22375,2016-10-24,Forest Hills Boro,68893.75
22376,2016-10-25,N. Versailles Twp.,0.0
22377,2016-10-26,Pittsburgh,267348.86
22378,2016-10-27,Ross Township,118069.37
22379,2016-10-27,Pleasant Hills Boro,98229.54
22380,2016-11-01,Pittsburgh,9269.53
22381,2016-11-02,Monroeville Boro,135160.16
22382,2016-11-03,Penn Hills Township,53886.17
22383,2016-11-02,Upper St. Clair Twp.,219131.33
22384,2016-11-03,Wilkinsburg Boro,4780765.66
22385,2016-11-03,Penn Hills Township,69610.13
22386,2016-11-07,East Pittsburgh Boro,47160.62
22387,2016-11-07,Pittsburgh,64021.38
22388,2016-11-07,Braddock Hills Boro,127375.71
22389,2016-11-08,Pittsburgh,114718.02
22390,2016-11-11,Homestead Boro,29170.18
22391,2016-11-11,Bellevue Boro,71089.96
22392,2016-11-11,Pittsburgh,35243.48
22393,2016-11-11,N. Braddock Boro,24357.48
22394,2016-11-13,Monroeville Boro,86071.08
22395,2016-11-13,Brentwood Boro,40760.83
22396,2016-11-11,Edgewood Boro,0.0
22397,2016-11-15,City of McKeesport,0.0
22398,2016-11-15,N. Versailles Twp.,0.0
22399,2016-11-14,City of McKeesport,37708.8
22400,2016-11-14,White Oak Boro,37708.8
22401,2016-11-15,Bellevue Boro,90192.94
22402,2016-11-15,Moon Township,0.0
22403,2016-11-15,Monroeville Boro,24401.99
22404,2016-11-16,Liberty Boro,14916.84
22405,2016-11-16,Mt. Lebanon Township,130024.73
22406,2016-11-17,Scott Township,140252.12
22407,2016-11-21,Scott Township,93718.92
22408,2016-11-28,Pittsburgh,80786.92
22409,2016-11-22,Pittsburgh,123634.64
22410,2016-11-22,Pittsburgh,59050.37
22411,2016-11-22,Moon Township,59805.48
22412,2016-11-29,Swissvale Boro,69023.6
22413,2016-11-29,Tarentum Boro,26404.52
22414,2016-11-30,Pittsburgh,94179.11
22415,2016-12-02,Coraopolis Boro,40973.0
22416,2016-12-01,Shaler Township,55872.04
22417,2016-12-02,Penn Hills Township,28630.03
22418,2016-12-05,Reserve Township,64249.45
22419,2016-12-06,West Mifflin Boro,3046.75
22420,2016-12-06,Pittsburgh,45034.01
22421,2016-12-07,Pittsburgh,179275.31
22422,2016-12-08,Crescent Township,594915.74
22423,2016-12-08,Ingram Boro,594915.74
22424,2016-12-08,Pittsburgh,594915.74
22425,2016-12-08,Crescent Township,594915.74
22426,2016-12-08,Pittsburgh,594915.74
22427,2016-12-08,Pittsburgh,233214.54
22428,2016-12-08,Pittsburgh,0.0
22429,2016-12-09,West Mifflin Boro,116643.38
22430,2016-12-12,Pittsburgh,40753.07
22431,2016-12-12,Pittsburgh,91115.24
22432,2016-12-16,Churchill Boro,138419.95
22433,2016-12-16,N. Braddock Boro,52665.72
22434,2016-12-20,Bellevue Boro,66839.42
22435,2016-12-19,Pittsburgh,50166.1
22436,2016-12-19,Carnegie Boro,116057.05
22437,2016-12-20,Pittsburgh,86363.37
22438,2016-12-20,Forest Hills Boro,296836.47
22439,2016-12-22,South Park Township,142471.48
22440,2016-12-21,McKees Rocks Boro,72480.71
22441,2016-12-22,Pittsburgh,54108.86
22442,2016-12-22,Pittsburgh,83075.35
22443,2016-12-28,Plum Boro,137818.17
22444,2016-12-28,Moon Township,74051.97
22445,2016-12-30,Harrison Township,101068.92
22446,2016-01-04,N. Versailles Twp.,89370.11
22447,2016-01-05,Swissvale Boro,46997.43
22448,2016-01-04,Carnegie Boro,144223.23
22449,2016-01-05,Castle Shannon Boro,98958.85
22450,2016-01-06,Penn Hills Township,112892.04
22451,2016-01-06,Shaler Township,73938.27
22452,2016-01-06,Ross Township,125829.13
22453,2016-01-07,City of Clairton,61160.27
22454,2016-01-07,Turtle Creek Boro,53295.41
22455,2016-01-07,Coraopolis Boro,0.0
22456,2016-01-07,Brentwood Boro,80136.13
22457,2016-01-07,Pleasant Hills Boro,134934.28
22458,2016-01-07,Robinson Township,154448.77
22459,2016-01-07,Plum Boro,34975.6
22460,2016-01-08,Penn Hills Township,104525.82
22461,2016-01-08,Turtle Creek Boro,54734.27
22462,2016-01-08,Monroeville Boro,146112.63
22463,2016-01-08,Bethel Park Boro,158900.37
22464,2016-01-11,Monroeville Boro,0.0
22465,2016-01-11,West View Boro,101889.99
22466,2016-01-11,Mt. Lebanon Township,132156.59
22467,2016-01-12,West Mifflin Boro,45062.77
22468,2016-01-12,N. Versailles Twp.,48950.36
22469,2016-01-12,Pine Township,272884.03
22470,2016-01-12,East McKeesport Boro,59950.01
22471,2016-01-13,Jefferson Hills Boro,121255.07
22472,2016-01-13,McKees Rocks Boro,62182.54
22473,2016-01-13,Pittsburgh,46626.31
22474,2016-01-14,East McKeesport Boro,44763.71
22475,2016-01-14,West View Boro,0.0
22476,2016-01-14,West Deer Township,106761.34
22477,2016-01-14,N. Versailles Twp.,64415.24
22478,2016-01-14,West Mifflin Boro,84649.46
22479,2016-01-13,Upper St. Clair Twp.,140494.08
22480,2016-01-13,Moon Township,281623.53
22481,2016-01-14,Brentwood Boro,88890.93
22482,2016-01-14,Churchill Boro,0.0
22483,2016-01-14,Wilkinsburg Boro,126471.97
22484,2016-01-15,Baldwin Boro,63757.55
22485,2016-01-15,Swissvale Boro,89531.69
22486,2016-01-15,Lincoln Boro,58989.61
22487,2016-01-15,N. Versailles Twp.,103860.9
22488,2016-01-15,West Mifflin Boro,69252.56
22489,2016-01-15,O'Hara Township,167044.71
22490,2016-01-15,Sewickley Boro,184263.2
22491,2016-01-15,Forward Township,167756.01
22492,2016-01-18,Brentwood Boro,81657.72
22493,2016-01-18,Elizabeth Township,68563.6
22494,2016-01-18,Pittsburgh,38537.73
22495,2016-01-18,Pittsburgh,38537.73
22496,2016-01-18,Mt. Lebanon Township,151358.63
22497,2016-01-19,Bridgeville Boro,40352.21
22498,2016-01-19,Verona Boro,104890.57
22499,2016-01-19,Wilkins Township,194794.2
22500,2016-01-19,Bethel Park Boro,101325.81
22501,2016-01-19,City of McKeesport,133038.7
22502,2016-01-19,McCandless Township,155025.83
22503,2016-01-21,Bradford Woods Boro,0.0
22504,2016-01-20,Oakdale Boro,24196.15
22505,2016-01-20,Hampton Township,159053.06
22506,2016-01-20,Coraopolis Boro,117498.26
22507,2016-01-20,Castle Shannon Boro,45613.87
22508,2016-01-20,Pittsburgh,51167.84
22509,2016-01-20,West Mifflin Boro,73493.67
22510,2016-01-20,West Mifflin Boro,73493.67
22511,2016-01-20,Munhall Boro,59521.26
22512,2016-01-20,Penn Hills Township,43244.13
22513,2016-01-21,West View Boro,60954.59
22514,2016-01-25,Penn Hills Township,21036.0
22515,2016-01-21,Pittsburgh,57723.58
22516,2016-01-21,Moon Township,173147.35
22517,2016-01-21,Pittsburgh,73889.87
22518,2016-01-21,Moon Township,148326.92
22519,2016-01-21,West Mifflin Boro,74407.51
22520,2016-01-26,Elizabeth Township,53399.9
22521,2016-01-26,Chalfant Boro,23575.55
22522,2016-01-26,Penn Hills Township,58447.88
22523,2016-01-22,Baldwin Boro,74553.91
22524,2016-01-22,Sewickley Boro,343013.87
22525,2016-01-22,West View Boro,92956.92
22526,2016-01-22,Pittsburgh,73175.01
22527,2016-01-22,Pittsburgh,73175.01
22528,2016-01-24,Pitcairn Boro,66865.88
22529,2016-01-22,N. Versailles Twp.,83285.08
22530,2016-01-22,Monroeville Boro,178980.3
22531,2016-01-22,Upper St. Clair Twp.,145275.47
22532,2016-01-22,N. Fayette Township,77759.63
22533,2016-01-22,Pittsburgh,171608.8
22534,2016-01-25,Plum Boro,101347.29
22535,2016-01-26,Whitehall Boro,134368.59
22536,2016-01-25,Penn Hills Township,140842.86
22537,2016-01-26,Monroeville Boro,79932.47
22538,2016-01-26,Penn Hills Township,60579.73
22539,2016-01-26,Bethel Park Boro,219964.59
22540,2016-01-26,Bethel Park Boro,166409.29
22541,2016-01-29,Baldwin Boro,0.0
22542,2016-01-29,Rankin Boro,0.0
22543,2016-01-29,Avalon Boro,0.0
22544,2016-01-29,East Pittsburgh Boro,0.0
22545,2016-01-29,Pittsburgh,0.0
22546,2016-01-29,Brackenridge Boro,0.0
22547,2016-01-29,Monroeville Boro,0.0
22548,2016-01-29,Pittsburgh,0.0
22549,2016-01-29,Castle Shannon Boro,0.0
22550,2016-01-29,Harrison Township,0.0
22551,2016-01-29,Elizabeth Boro,0.0
22552,2016-01-29,Turtle Creek Boro,0.0
22553,2016-01-29,Turtle Creek Boro,0.0
22554,2016-01-29,Turtle Creek Boro,0.0
22555,2016-01-29,Upper St. Clair Twp.,0.0
22556,2016-01-26,Pittsburgh,63594.31
22557,2016-01-26,Harrison Township,94822.79
22558,2016-01-26,Pittsburgh,70292.47
22559,2016-01-26,Pittsburgh,70292.47
22560,2016-01-26,Penn Hills Township,146020.62
22561,2016-01-26,Plum Boro,104441.12
22562,2016-01-27,Shaler Township,98832.27
22563,2016-01-27,City of Clairton,63681.68
22564,2016-01-27,West Mifflin Boro,42271.66
22565,2016-01-27,Penn Hills Township,58032.96
22566,2016-01-27,Penn Hills Township,39652.51
22567,2016-01-27,Plum Boro,233242.87
22568,2016-01-27,City of McKeesport,44705.12
22569,2016-01-27,Pittsburgh,26409.33
22570,2016-01-27,Penn Hills Township,0.0
22571,2016-01-27,Pennsbury Village,53015.97
22572,2016-01-27,Bellevue Boro,100591.92
22573,2016-01-27,Penn Hills Township,208107.07
22574,2016-01-28,Plum Boro,82334.7
22575,2016-01-27,Pittsburgh,38261.82
22576,2016-01-28,Pittsburgh,83734.74
22577,2016-01-28,Fawn Township,128935.3
22578,2016-01-28,Pittsburgh,91065.72
22579,2016-01-28,Pittsburgh,48760.17
22580,2016-01-29,Avalon Boro,97800.31
22581,2016-01-29,Pittsburgh,53207.07
22582,2016-02-01,Harrison Township,0.0
22583,2016-02-01,Forest Hills Boro,504238.61
22584,2016-02-01,Forest Hills Boro,504238.61
22585,2016-02-04,Pittsburgh,97535.02
22586,2016-02-01,Homestead Boro,58584.61
22587,2016-02-01,City of Clairton,67102.93
22588,2016-02-02,Jefferson Hills Boro,16274.52
22589,2016-02-04,City of McKeesport,0.0
22590,2016-02-02,Plum Boro,135000.83
22591,2016-02-02,Pittsburgh,112014.89
22592,2016-02-02,McKees Rocks Boro,34575.78
22593,2016-02-02,Pittsburgh,118776.58
22594,2016-02-02,West Mifflin Boro,118967.05
22595,2016-02-02,Hampton Township,135201.85
22596,2016-02-03,City of McKeesport,58319.06
22597,2016-02-03,Munhall Boro,115153.31
22598,2016-02-02,Etna Boro,68635.59
22599,2016-02-03,McKees Rocks Boro,92101.94
22600,2016-02-03,Shaler Township,149361.24
22601,2016-02-03,Whitehall Boro,94367.86
22602,2016-02-04,Pittsburgh,91412.43
22603,2016-02-04,Pittsburgh,38098.15
22604,2016-02-04,Pittsburgh,38098.15
22605,2016-02-08,Bellevue Boro,0.0
22606,2016-02-05,Bethel Park Boro,0.0
22607,2016-02-05,Emsworth Boro,58705.47
22608,2016-02-05,Ross Township,206657.45
22609,2016-02-05,Upper St. Clair Twp.,299032.94
22610,2016-02-05,Homestead Boro,41662.93
22611,2016-02-07,Monroeville Boro,110001.93
22612,2016-02-05,Emsworth Boro,65963.81
22613,2016-02-05,Shaler Township,76518.68
22614,2016-02-05,City of Duquesne,104998.77
22615,2016-02-05,Pittsburgh,42835.67
22616,2016-02-05,Pittsburgh,23178.36
22617,2016-02-08,Shaler Township,160342.33
22618,2016-02-08,Churchill Boro,269018.64
22619,2016-02-08,Marshall Township,378917.76
22620,2016-02-08,Liberty Boro,158726.65
22621,2016-02-08,West Deer Township,98707.53
22622,2016-02-08,Tarentum Boro,23580.24
22623,2016-02-09,Jefferson Hills Boro,0.0
22624,2016-02-09,Churchill Boro,269018.64
22625,2016-02-09,Brentwood Boro,119501.71
22626,2016-02-09,Wilkinsburg Boro,48416.84
22627,2016-02-09,Castle Shannon Boro,53614.59
22628,2016-02-09,West Mifflin Boro,55040.06
22629,2016-02-09,Pittsburgh,0.0
22630,2016-02-09,Ross Township,91885.96
22631,2016-02-09,Elizabeth Boro,91499.63
22632,2016-02-09,McCandless Township,0.0
22633,2016-02-09,Baldwin Boro,50595.88
22634,2016-02-09,Mt. Lebanon Township,268348.26
22635,2016-02-09,Wilkinsburg Boro,46286.45
22636,2016-02-09,Mt. Lebanon Township,90063.97
22637,2016-02-09,Pittsburgh,202710.35
22638,2016-02-10,Penn Hills Township,0.0
22639,2016-02-10,Penn Hills Township,0.0
22640,2016-02-10,Moon Township,20151.0
22641,2016-02-10,Bellevue Boro,135334.84
22642,2016-02-10,Moon Township,15172.0
22643,2016-02-10,Pittsburgh,25027.61
22644,2016-02-10,Wilkinsburg Boro,46286.45
22645,2016-02-10,Mt. Lebanon Township,90063.97
22646,2016-02-10,Scott Township,0.0
22647,2016-02-10,Forward Township,104953.84
22648,2016-02-10,Pittsburgh,41650.79
22649,2016-02-10,Penn Hills Township,76787.5
22650,2016-02-10,Bethel Park Boro,100139.39
22651,2016-02-10,Pittsburgh,42328.37
22652,2016-02-10,Homestead Boro,42968.62
22653,2016-02-10,West Mifflin Boro,29976.76
22654,2016-02-10,White Oak Boro,36910.48
22655,2016-02-12,N. Versailles Twp.,47850.74
22656,2016-02-11,Pittsburgh,39106.44
22657,2016-02-11,Pittsburgh,220612.96
22658,2016-02-11,Crescent Township,61562.59
22659,2016-02-11,Monroeville Boro,150771.99
22660,2016-02-11,Baldwin Boro,128803.61
22661,2016-02-11,West Deer Township,118228.52
22662,2016-02-12,Pittsburgh,0.0
22663,2016-02-11,Wilkinsburg Boro,62468.03
22664,2016-02-11,Pittsburgh,69636.61
22665,2016-02-11,Ross Township,62802.27
22666,2016-02-11,Baldwin Boro,149568.7
22667,2016-02-11,Richland Township,48347.76
22668,2016-02-11,Pittsburgh,88248.23
22669,2016-02-11,Pittsburgh,88248.23
22670,2016-02-12,Pittsburgh,48894.93
22671,2016-02-12,Pittsburgh,72789.22
22672,2016-02-14,Sharpsburg Boro,52096.46
22673,2016-02-12,Monroeville Boro,81956.27
22674,2016-02-15,Dormont Boro,609740.42
22675,2016-02-15,Ross Township,97204.99
22676,2016-02-15,Brackenridge Boro,64815.07
22677,2016-02-15,Shaler Township,153832.03
22678,2016-02-16,Mt. Lebanon Township,165553.88
22679,2016-02-15,Mt. Lebanon Township,612128.04
22680,2016-02-16,Moon Township,126840.66
22681,2016-02-16,City of McKeesport,25266.71
22682,2016-02-16,McCandless Township,255107.71
22683,2016-02-16,Bethel Park Boro,116728.91
22684,2016-02-17,Pittsburgh,52495.28
22685,2016-02-17,Pittsburgh,70890.36
22686,2016-02-17,Penn Hills Township,91563.24
22687,2016-02-17,Pittsburgh,29790.06
22688,2016-02-18,Verona Boro,112520.69
22689,2016-02-18,Franklin Park Boro,382144.85
22690,2016-02-17,Glassport Boro,63691.93
22691,2016-02-18,Ross Township,170305.39
22692,2016-02-18,Penn Hills Township,64011.44
22693,2016-02-18,Pittsburgh,59381.16
22694,2016-02-18,Pittsburgh,62034.92
22695,2016-02-18,Pittsburgh,18125.68
22696,2016-02-18,Brentwood Boro,75574.67
22697,2016-02-18,Penn Hills Township,82655.64
22698,2016-02-18,Baldwin Boro,103326.58
22699,2016-02-18,Munhall Boro,62605.08
22700,2016-02-18,Rankin Boro,74424.11
22701,2016-02-19,West View Boro,71496.28
22702,2016-02-18,Fox Chapel Boro,388870.99
22703,2016-02-18,Mt. Lebanon Township,241104.62
22704,2016-02-18,McCandless Township,107347.1
22705,2016-02-18,Turtle Creek Boro,34549.34
22706,2016-02-18,Pittsburgh,31089.77
22707,2016-02-19,Penn Hills Township,8156.26
22708,2016-02-19,Richland Township,91431.99
22709,2016-02-19,City of Duquesne,15945.34
22710,2016-02-19,Crescent Township,0.0
22711,2016-02-21,Bellevue Boro,99252.24
22712,2016-02-22,Pittsburgh,41864.74
22713,2016-02-22,Brentwood Boro,69162.91
22714,2016-02-22,Franklin Park Boro,0.0
22715,2016-02-22,Baldwin Boro,67087.2
22716,2016-02-22,Plum Boro,167179.8
22717,2016-02-22,Plum Boro,167179.8
22718,2016-02-23,Stowe Township,32538.61
22719,2016-02-23,Bethel Park Boro,128427.64
22720,2016-02-23,Bethel Park Boro,14292.14
22721,2016-02-23,Richland Township,104803.83
22722,2016-02-23,Coraopolis Boro,70870.95
22723,2016-02-23,Harrison Township,132649.34
22724,2016-02-23,Bethel Park Boro,129493.18
22725,2016-02-23,Penn Hills Township,0.0
22726,2016-02-23,Pittsburgh,11201.78
22727,2016-02-23,Pennsbury Village,126759.56
22728,2016-02-23,Plum Boro,90651.94
22729,2016-02-23,Mt. Lebanon Township,84545.62
22730,2016-02-24,Plum Boro,143624.25
22731,2016-02-24,Verona Boro,96938.79
22732,2016-02-24,Forest Hills Boro,118657.93
22733,2016-02-24,Pittsburgh,34746.64
22734,2016-02-24,Pittsburgh,59579.51
22735,2016-02-24,Moon Township,36307.76
22736,2016-02-24,McCandless Township,106071.26
22737,2016-02-24,Baldwin Boro,97229.01
22738,2016-02-24,Forest Hills Boro,148637.12
22739,2016-02-25,S. Fayette Township,199294.15
22740,2016-02-25,City of Duquesne,18806.5
22741,2016-02-25,Pittsburgh,0.0
22742,2016-02-25,Pittsburgh,36707.91
22743,2016-02-25,Penn Hills Township,78228.3
22744,2016-02-25,Braddock Boro,79156.2
22745,2016-02-25,Pittsburgh,107609.08
22746,2016-02-25,City of McKeesport,35384.12
22747,2016-02-25,Mt. Lebanon Township,162522.6
22748,2016-02-25,Penn Hills Township,68629.01
22749,2016-02-26,Scott Township,167282.42
22750,2016-02-26,Churchill Boro,152934.55
22751,2016-02-26,Churchill Boro,152934.55
22752,2016-02-29,Plum Boro,61880.53
22753,2016-02-26,Hampton Township,110380.49
22754,2016-02-26,Mt. Oliver Boro,66359.29
22755,2016-02-26,Pittsburgh,43461.69
22756,2016-02-27,Pittsburgh,71326.03
22757,2016-02-26,Pittsburgh,46703.14
22758,2016-02-28,Penn Hills Township,33866.47
22759,2016-02-27,Pittsburgh,102790.54
22760,2016-02-28,Bethel Park Boro,153567.29
22761,2016-02-29,Pittsburgh,96039.22
22762,2016-02-29,West Mifflin Boro,55845.82
22763,2016-02-29,Penn Hills Township,97011.89
22764,2016-02-29,Port Vue Boro,73602.87
22765,2016-02-29,Monroeville Boro,215124.73
22766,2016-02-29,Pittsburgh,39573.04
22767,2016-02-29,Pittsburgh,16324.42
22768,2016-02-29,Pittsburgh,91124.45
22769,2016-02-29,Pittsburgh,39213.94
22770,2016-03-01,Pittsburgh,63211.48
22771,2016-03-01,Pittsburgh,65459.96
22772,2016-03-01,Pittsburgh,30691.6
22773,2016-03-01,West Mifflin Boro,0.0
22774,2016-03-02,Pitcairn Boro,0.0
22775,2016-03-01,Turtle Creek Boro,60792.24
22776,2016-03-01,Monroeville Boro,180161.32
22777,2016-03-01,Bridgeville Boro,123584.97
22778,2016-03-02,Richland Township,194763.28
22779,2016-03-02,Moon Township,60147.99
22780,2016-03-02,Springdale Boro,54542.22
22781,2016-03-02,Pleasant Hills Boro,0.0
22782,2016-03-02,Pittsburgh,46598.76
22783,2016-03-02,Emsworth Boro,90830.34
22784,2016-03-03,Collier Township,139441.08
22785,2016-03-03,Penn Hills Township,43338.11
22786,2016-03-03,Baldwin Boro,66177.37
22787,2016-03-03,Pittsburgh,0.0
22788,2016-03-04,Penn Hills Township,25850.78
22789,2016-03-04,Pittsburgh,32542.16
22790,2016-03-04,Whitehall Boro,127500.61
22791,2016-03-04,Bridgeville Boro,157742.41
22792,2016-03-04,Jefferson Hills Boro,110250.6
22793,2016-03-04,Jefferson Hills Boro,110250.6
22794,2016-03-04,Shaler Township,98612.46
22795,2016-03-04,Richland Township,152304.54
22796,2016-03-07,Brentwood Boro,80440.71
22797,2016-03-07,Churchill Boro,238558.94
22798,2016-03-08,West Mifflin Boro,84039.73
22799,2016-03-08,Pittsburgh,39798.04
22800,2016-03-08,Penn Hills Township,103374.89
22801,2016-03-08,Penn Hills Township,24546.99
22802,2016-03-08,Millvale Boro,0.0
22803,2016-03-09,City of McKeesport,79665.58
22804,2016-03-09,N. Versailles Twp.,104094.43
22805,2016-03-09,Pittsburgh,60199.7
22806,2016-03-09,Tarentum Boro,39792.92
22807,2016-03-09,Etna Boro,64467.22
22808,2016-03-09,Penn Hills Township,75090.82
22809,2016-03-09,Franklin Park Boro,0.0
22810,2016-03-09,Leet Township,0.0
22811,2016-03-09,Shaler Township,40303.21
22812,2016-03-09,Pittsburgh,43717.96
22813,2016-03-10,Forward Township,241501.24
22814,2016-03-10,Scott Township,71260.79
22815,2016-03-10,Pittsburgh,74545.22
22816,2016-03-10,South Park Township,379996.61
22817,2016-03-10,City of McKeesport,54707.46
22818,2016-03-11,Crescent Township,42812.83
22819,2016-03-11,Pittsburgh,162590.33
22820,2016-03-11,Pittsburgh,45704.19
22821,2016-03-13,Pittsburgh,6490.33
22822,2016-03-11,Stowe Township,37287.55
22823,2016-03-11,Monroeville Boro,278712.27
22824,2016-03-11,Moon Township,133186.03
22825,2016-03-14,Munhall Boro,0.0
22826,2016-03-14,Harrison Township,86241.77
22827,2016-03-14,Millvale Boro,19522.64
22828,2016-03-14,Pittsburgh,14005.08
22829,2016-03-15,Pittsburgh,0.0
22830,2016-03-15,Scott Township,63553.64
22831,2016-03-15,Munhall Boro,108384.61
22832,2016-03-15,Elizabeth Township,32755.96
22833,2016-03-15,Upper St. Clair Twp.,211317.48
22834,2016-03-16,Pittsburgh,0.0
22835,2016-03-16,Swissvale Boro,49632.26
22836,2016-03-16,Wilmerding Boro,46099.98
22837,2016-03-16,Whitehall Boro,172318.76
22838,2016-03-16,Castle Shannon Boro,15640.59
22839,2016-03-17,Brackenridge Boro,65860.22
22840,2016-03-17,Plum Boro,92865.59
22841,2016-03-17,Monroeville Boro,53553.06
22842,2016-03-17,Pittsburgh,105537.91
22843,2016-03-17,Wall Boro,80058.93
22844,2016-03-17,Pittsburgh,74259.79
22845,2016-03-17,Pittsburgh,56272.48
22846,2016-03-18,S. Fayette Township,86361.63
22847,2016-03-17,O'Hara Township,69666.5
22848,2016-03-17,Pine Township,338210.22
22849,2016-03-17,Munhall Boro,31684.65
22850,2016-03-18,Edgewood Boro,66735.95
22851,2016-03-18,Elizabeth Township,112639.75
22852,2016-03-18,Pittsburgh,76189.08
22853,2016-03-18,Pittsburgh,45638.03
22854,2016-03-18,Swissvale Boro,73501.81
22855,2016-03-18,Upper St. Clair Twp.,434919.23
22856,2016-03-18,West View Boro,56269.06
22857,2016-03-21,Ben Avon Boro,97624.38
22858,2016-03-21,Monroeville Boro,79069.45
22859,2016-03-21,McKees Rocks Boro,297397.31
22860,2016-03-21,Penn Hills Township,47725.08
22861,2016-03-21,Elizabeth Township,88988.89
22862,2016-03-21,McCandless Township,0.0
22863,2016-03-21,Pittsburgh,50328.84
22864,2016-03-22,Churchill Boro,57047.5
22865,2016-03-22,Pittsburgh,54281.17
22866,2016-03-22,West Mifflin Boro,43082.34
22867,2016-03-23,Monroeville Boro,0.0
22868,2016-03-23,Penn Hills Township,30465.04
